source_file,issue_type,line_text,hint
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,主 编 单 位：中国电力企业联合会,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,河南省第二建设集团有限公司 参 编 单 位：中国电力科学研究院,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,北京双圆工程咨询监理有限公司,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,中国葛洲坝集团国际工程有限公司,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,山东送变电工程公司,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,天津电力建设公司,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,浙江省火电建设公司,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,三峡电力职业学院,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,江苏省送变电工程公司,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,中国核工业第五建设有限公司,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,主要起草人：柴雪峰 周卫新 王益民 王进弘 刘光武,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,赵 军 盛国林 刘忠声 白 永 田 晓,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,潘远东 荆 津 刘利强 陈建中,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,主要审查人：王金元 陈发宇 王厚余 刘国红 刘叶语,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,刘文山 任 红 刘世华 姚宏民 苏 勇 王振生 许建军 余常政,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,表6.2.2 成排布置配电柜的柜前、柜后的操作和维护通道净宽(m),未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,表6.2.4 配电柜门和框架间跨接接地线的最小截面积(mm²),未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,注：Ie为配电柜(箱)内主断路器的额定电流。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,断 股 。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,L₁、N、L₂、L₃、PE。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,表7.3.2 电缆之间，电缆与管道、道路、建筑物之间,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,平行和交叉时的最小距离(m),未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,表7.5.4 防护设施与外电架空线路之间的最小安全距离(m),未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,表8.1.2 保护导体(PE)的最小截面积(mm²),未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,I×RA≤25V (8.1.4),未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,式中：I。——使保护电器自动动作的电流(A);,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,RA—— 接地极和外露可导电部分的保护导体(PE) 电阻值和 (Ω)。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,处 理 。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,其额定电压值不应超过24V;,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,A.0.1 外壳防护等级第一位数字所表示的对防止固体异物进入 的要求应符合表A.0.1 的规定。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,表 A.0.1 第一位数字所表示的对防止固体异物进入的要求,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,A.0.2 第二位数字所表示的对防止水进入的要求应符合表 A.0.2 的规定。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,表 A.0.2 第二位数字所表示的对防止水进入的要求,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,A.0.3 附加和补充字母所表示的含义应符合表A.0.3 的规定。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,表 A.0.3 附加和补充字母所表示的含义,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,本规范用词说明,未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text,"正面词采用“必须”,反面词采用“严禁”;",未挂接到任何条号，可能是前言/目录/格式异常。
GB50194-2014 建设工程施工现场供用电安全规范.docx,unattached_text_truncated,,未挂接文本共 110 行，仅保留前 80 行示例。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,UDC,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,中华人民共和国国家标准,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,P GB 50656-2011,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,施工企业安全生产管理规范,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,Code for construction company safety manage criterion,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,2011-07-26 发布 2012-04-01 实施,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,中 华 人 民 共 和 国 住 房 和 城 乡 建 设 部 中华人民共和国国家质量监督检验检疫总局,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,联合发布,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,中华人民共和国国家标准,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,施工企业安全生产管理规范,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,Code for construction company safety manage criterion,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,GB 50656-2011,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,主编部门：中华人民共和国住房和城乡建设部,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,批准部门：中华人民共和国住房和城乡建设部,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,施行日期：2 0 1 2 年 4 月 1 日,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,1,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,中国计划出版社,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,中华人民共和国国家标推,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,施工企业安全生产管理规范,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,GB 50656-2011,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,☆,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,中国计划出版社出版,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,(地址：北京市西城区木椰地北里甲11号国宏大厦C 座 4 层),未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,(邮政编码：100038 电话：63906433 63906381),未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,新华书店北京发行所发行,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,世界知识印刷厂印刷,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,850×1168毫米 1/32 2印张 45千字,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,2012年1月第1版 2012年1月第1次印刷,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,印数1一10100册,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,☆,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,统 一 书号 ：1580177·760 定价：12.00元,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,中华人民共和国住房和城乡建设部公告,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,第 1 1 2 6 号,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,关于发布国家标准,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,《施工企业安全生产管理规范》的公告,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,"现批准《施工企业安全生产管理规范》为国家标准，编号为 GB 50656—-2011,自 2 0 1 2 年 4 月 1 日起实施。其中，第3.0.9、",未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,.3 特殊工种作业人员必须经安全技术理论和操作技能考核 合格，依法取得建筑施工特种作业人员操作资格证书。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,·2 分包(供)单位违约、违章情况；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,明显标志；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,"正面词采用“必须”,反面词采用“严禁”;",未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,"正面词采用“应”,反面词采用“不应”或“不得”;",未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,"正面词采用“宜”,反面词采用“不宜”;",未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,中华人民共和国国家标准,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,施工企业安全生产管理规范,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,GB 50656-2011,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,条 文 说 明,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,制 定 说 明,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,"《施工企业安全生产管理规范》GB 50656—2011,经住房和城 乡建设部2011年7月26日以第1126号公告批准发布。",未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,为便于广大建设、施工、监理以及相关政府监管部门等单位有 关人员在使用本规范时能正确理解和执行条文规定，《施工企业安 全生产管理规范》编制组按章、节、条顺序编制了本规范的条文说 明，对条文规定的目的、依据以及执行中需注意的有关事项进行 了说明，还着重对强制性条文的强制性理由做了解释。但是，本条 文说明不具备与规范正文同等的法律效力，仅供使用者作为理解 和把握规范规定的参考。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,施工企业提取的安全费用列入工程造价，在竞标时，不得删 减。国家对基本建设投资概算另有规定的，从其规定。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,总包单位应当将安全费用按比例直接支付分包单位，分包单,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,位不再重复提取。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,导、组织有关部门或人员，配合事故调查处理工作，监督防范措施,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,的制订和落实，防止事故重复发生。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,确保购置(租赁)的各类安全物资、劳动保护用品符合国家或 有关行业的技术标准、规范的要求。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,审查安全管理人员资格，足额配备安全管理人员，开发、培养 安全管理力量。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,产所需经费，保证专款专用；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,监测有毒有害作业场所的尘毒浓度，做好职业病预防工作。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,原建设部《建筑工程安全防护、文明施工措施费用及使用管理,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,规定》(建办〔2005〕89号)也有相关规定。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,开挖深度超过3m( 含 3m) 或虽未超过3m 但地质条件和周边 环境复杂的基坑(槽)支护、降水工程。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,开挖深度超过3m ( 含 3m)的基坑(槽)的土方开挖工程。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,各类工具式模板工程：包括大模板、滑模、爬模、飞模等工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,混凝土模板支撑工程：搭设高度5m 及以上；搭设跨度10m 及 以上；施工总荷载10kN/m² 及以上；集中线荷载15kN/m 及以上； 高度大于支撑水平投影宽度且相对独立无联系构件的混凝土模板 支撑工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,承重支撑体系：用于钢结构安装等满堂支撑体系。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,采用非常规起重设备、方法，且单件起吊重量在10kN 及以上,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,的起重吊装工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,采用起重机械进行安装的工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,起重机械设备自身的安装、拆卸工程。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,搭设高度24m 及以上的落地式钢管脚手架工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,附着式整体和分片提升脚手架工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,悬挑式脚手架工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,吊篮脚手架工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,自制卸料平台、移动操作平台工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,新型及异型脚手架工程。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,建筑物、构筑物拆除工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,采用爆破拆除的工程。,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,建筑幕墙安装工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,钢结构、网架和索膜结构安装工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text,人工挖扩孔桩工程；,未挂接到任何条号，可能是前言/目录/格式异常。
GB50656-2011 施工企业安全生产管理规范.docx,unattached_text_truncated,,未挂接文本共 108 行，仅保留前 80 行示例。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,UDC,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,中华人民共和国国家标准,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,P GB 50720-2011,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,建设工程施工现场消防安全技术规范 Technical code for fire safety of construction site,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,2011-06-06 发布 2011-08-01 实施,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,中华人民共和国住房和城乡建设部 中华人民共和国国家质量监督检验检疫总局,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,联合发布,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,中华人民共和国国家标准,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,建设工程施工现场消防安全技术规范 Tcchnical code for fire safety of construction site,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,GB 50720-2011,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,主编部门：中华人民共和国住房和城乡建设部 中 华 人 民 共 和 国 公 安 部,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,批准部门：中华人民共和国住房和城乡建设部,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,施行日期：20 1 1 年 8 月 1 日,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,中国计划出版社,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,中华人民共和国国家标准,未挂接到任何条号，可能是前言/目录/格式异常。
GB50720-2011 建设工程施工现场消防安全技术规范.docx,unattached_text,建设工程施工现场消防安全技术规范,未挂接到任何条号，可能是前言/目录/格式异常。
