law_id,law_name,version,chapter,article_no,article_title,article_text,keywords,scene_tags,priority,is_mandatory,status,source_file,notes,remove_reason
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,7 直埋电缆回填土应分层夯实。,7.4,其他方式敷设线路,7.4 其他方式敷设线路,其他方式敷设线路,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,3 当采用无护套绝缘导线时应穿管或线槽敷设。,7.5,外电线路的防护,7.5 外电线路的防护,外电线路的防护,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,8 接地与防雷,8.1,接 地,8.1 接 地,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,2 在总配电箱处保护导体(PE) 汇流排应与接地装置直接连 接；保护接地中性导体(PEN) 应先接至保护导体(PE) 汇流排，保 护导体(PE) 汇流排和中性线汇流排应跨接；跨接线的截面积不应 小于保护导体(PE) 汇流排的截面积。,8.1.4,TT 系统应符合下列规定：,8.1.4 TT 系统应符合下列规定：,系统应符合下列规,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,6 接地线应直接接至配电箱保护导体(PE) 汇流排；接地线 的截面应与水平接地体的截面相同。,8.2,防 雷,8.2 防 雷,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,9 电动施工机具,9.1,一 般 规 定,9.1 一 般 规 定,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,9 电动施工机具,9.2,可移式和手持式电动工具,9.2 可移式和手持式电动工具,"可移式和手持式电,动工具",通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,5 在狭窄的导电场所作业时应有人在外面监护。,9.3,起 重 机 械,9.3 起 重 机 械,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,3 较长轨道每隔20m 应加一组接地装置。,9.4,焊 接 机 械,9.4 焊 接 机 械,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,3 较长轨道每隔20m 应加一组接地装置。,9.4.5,,9.4.5 电焊把钳绝缘应良好。,电焊把钳绝缘应良,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,3 较长轨道每隔20m 应加一组接地装置。,9.5,其他电动施工机具,9.5 其他电动施工机具,其他电动施工机具,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,10 办公、生活用电及现场照明,10.1,办公、生活用电,10.1 办公、生活用电,"办公,生活用电",通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,10 办公、生活用电及现场照明,10.2,现 场 照 明,10.2 现 场 照 明,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,11 特 殊 环 境,11.1,高 原 环 境,11.1 高 原 环 境,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,3 除架空绝缘型电缆外的非户外型电缆在户外使用时，应采 取罩、盖等遮阳措施。,11.2,易燃、易爆环境,11.2 易燃、易爆环境,易燃,消防动火,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,11。2.1 在易燃、易爆环境中使用的电气设备应采用隔爆型，其电 气控制设备应安装在安全的隔离墙外或与该区域有一定安全距离 的配电箱中。,11.3,腐 蚀 环 境,11.3 腐 蚀 环 境,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,11。2.1 在易燃、易爆环境中使用的电气设备应采用隔爆型，其电 气控制设备应安装在安全的隔离墙外或与该区域有一定安全距离 的配电箱中。,11.4,潮 湿 环 境,11.4 潮 湿 环 境,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,13 供用电设施的拆除,13.0.5,,13.0.5 拆除工作应从电源侧开始。,"拆除工作应从电源,侧开始",通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,3 供用电设施的设计、施工、验收,3.1,供用电设施的设计,3.1 供用电设施的设计,供用电设施的设计,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,5 变 电 设 施,5.0.4,对本条说明如下：,5.0.4 对本条说明如下：,对本条说明如下,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,6 配 电 设 施,6.1,一 般 规 定,6.1 一 般 规 定,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,6 配 电 设 施,6.2,配 电 室,6.2 配 电 室,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,6 配 电 设 施,6.3,配 电 箱,6.3 配 电 箱,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,6 配 电 设 施,6.4,开关电器的选择,6.4 开关电器的选择,开关电器的选择,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,7 配 电 线 路,7.1,一 般 规 定,7.1 一 般 规 定,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,7 配 电 线 路,7.2,架 空 线 路,7.2 架 空 线 路,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,7 配 电 线 路,7.3,直 埋 线 路,7.3 直 埋 线 路,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,7 配 电 线 路,7.3.2,对本条说明如下：,7.3.2 对本条说明如下：,对本条说明如下,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,4 电缆的中间接头是指在布置电缆线路时电缆的长度不能 满足现场要求，或电缆受到机械损伤需要进行电缆串接使用的接,7.4,其他方式敷设线路,7.4 其他方式敷设线路,其他方式敷设线路,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,4 电缆的中间接头是指在布置电缆线路时电缆的长度不能 满足现场要求，或电缆受到机械损伤需要进行电缆串接使用的接,7.5,外电线路的防护,7.5 外电线路的防护,外电线路的防护,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,8 接地与防雷,8.1,接 地,8.1 接 地,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,8 接地与防雷,8.1.2,对本条说明如下：,8.1.2 对本条说明如下：,对本条说明如下,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,2 根据热稳定度的要求确定的保护导体(PE) 截面。,8.1.3,对本条说明如下：,8.1.3 对本条说明如下：,对本条说明如下,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,2 本款所述是将 TN-C 系统转换成 TN-S 系统的具体做法 要 求 。,8.1.4,对本条说明如下：,8.1.4 对本条说明如下：,对本条说明如下,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,4 根据现行国家标准《建筑物电气装置 第4-41部分：安全 防护 电击防护》GB 16895.21及《低压电气装置 第7-704部分： 特殊装置或场所的要求 施工和拆除场所的电气装置》GB 16895.7 的规定，施工现场的接触电压限值应为25V。当保护电器为剩余电 流保护器时，I 为额定剩余动作电流 I△n。,8.1.8,对本条说明如下：,8.1.8 对本条说明如下：,对本条说明如下,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,5 当利用自然接地体接地时，其接地电阻值应符合要求。,8.2,防 雷,8.2 防 雷,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,9 电动施工机具,9.1,一 般 规 定,9.1 一 般 规 定,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,9 电动施工机具,9.2,可移式和手持式电动工具,9.2 可移式和手持式电动工具,"可移式和手持式电,动工具",通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,9 电动施工机具,9.3,起 重 机 械,9.3 起 重 机 械,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,9 电动施工机具,9.4,焊 接 机 械,9.4 焊 接 机 械,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,9 电动施工机具,9.5,其他电动施工机具,9.5 其他电动施工机具,其他电动施工机具,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,10 办公、生活用电及现场照明,10.1,办公、生活用电,10.1 办公、生活用电,"办公,生活用电",通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,10 办公、生活用电及现场照明,10.2,现 场 照 明,10.2 现 场 照 明,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,11 特 殊 环 境,11.1,高 原 环 境,11.1 高 原 环 境,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,11 特 殊 环 境,11.2,易燃、易爆环境,11.2 易燃、易爆环境,易燃,消防动火,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,11 特 殊 环 境,11.3,腐 蚀 环 境,11.3 腐 蚀 环 境,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,11 特 殊 环 境,11.4,潮 湿 环 境,11.4 潮 湿 环 境,安全生产,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_001_GB501942,GB50194-2014 建设工程施工现场供用电安全规范,,12 供用电设施的管理、运行及维护,12.0.3,对本条说明如下：,12.0.3 对本条说明如下：,对本条说明如下,通用,2,是,现行,GB50194-2014 建设工程施工现场供用电安全规范.docx,,too_short_lt_20
CNLAW_002_GB506562,GB50656-2011 施工企业安全生产管理规范,,16 安全考核和奖惩,16.0.4,安全考核应包括下列内容：,16.0.4 安全考核应包括下列内容：,"安全考核应包括下,列内容",通用,2,是,现行,GB50656-2011 施工企业安全生产管理规范.docx,,too_short_lt_20
CNLAW_002_GB506562,GB50656-2011 施工企业安全生产管理规范,,10 安全技术管理,10.0.4,,10.0.4,安全生产,通用,2,是,现行,GB50656-2011 施工企业安全生产管理规范.docx,,noise_or_empty_text
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,3 总平面布局,3.1,一 般 规 定,3.1 一 般 规 定,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,5 临时消防车道、消防救援场地和消防水源。,3.2,防 火 间 距,3.2 防 火 间 距,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,3 本表未规定的，可按同等火灾危险性的临时用房、临时设施的防火间距确定。,3.3,消 防 车 道,3.3 消 防 车 道,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,4 建 筑 防 火,4.1,一 般 规 定,4.1 一 般 规 定,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,4 建 筑 防 火,4.2,临时用房防火,4.2 临时用房防火,临时用房防火,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,2 会议室、文化娱乐室等人员密集的房间应设置在临时用房 的第一层，其疏散门应向疏散方向开启。,4.3,在建工程防火,4.3 在建工程防火,在建工程防火,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,5 临时消防设施,5.1,一 般 规 定,5.1 一 般 规 定,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,5 临时消防设施,5.2,灭 火 器,5.2 灭 火 器,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,4 灭火器的最大保护距离应符合表5.2.2-2的规定。,5.3,临时消防给水系统,5.3 临时消防给水系统,消防,消防动火,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,"3 消火栓接口或软管接口的间距，多层建筑不应大于50m, 高层建筑不应大于30m。",5.4,应 急 照 明,5.4 应 急 照 明,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,6 防 火 管 理,6.1,一 般 规 定,6.1 一 般 规 定,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,5 临时消防车道及临时疏散设施是否畅通。,6.2,可燃物及易燃易爆危险品管理,6.2 可燃物及易燃易爆危险品管理,易燃,消防动火,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,5 临时消防车道及临时疏散设施是否畅通。,6.3,用火、用电、用气管理,6.3 用火、用电、用气管理,"用火,用电,用气管理",通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,5)气瓶用后应及时归库。,6.4,其他防火管理,6.4 其他防火管理,其他防火管理,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,3 总平面布局,3.1,一 般 规 定,3.1 一 般 规 定,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,3 总平面布局,3.2,防 火 间 距,3.2 防 火 间 距,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,2 受施工现场条件制约，施工现场主要临时用房、临时设施 间的防火间距符合当地地方标准的仅为52.9%。,3.3,消 防 车 道,3.3 消 防 车 道,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,4 建 筑 防 火,4.1,一 般 规 定,4.1 一 般 规 定,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,4 建 筑 防 火,4.2,临时用房防火,4.2 临时用房防火,临时用房防火,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,7 餐厅与厨房操作间可组合建造。,4.3,在建工程防火,4.3 在建工程防火,在建工程防火,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,5 临时消防设施,5.1,一 般 规 定,5.1 一 般 规 定,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,5 临时消防设施,5.2,灭 火 器,5.2 灭 火 器,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,5 临时消防设施,5.3,临时消防给水系统,5.3 临时消防给水系统,消防,消防动火,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,10m 以下部位或区域的火灾扑救。,5.4,应 急 照 明,5.4 应 急 照 明,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,6 防 火 管 理,6.1,一 般 规 定,6.1 一 般 规 定,安全生产,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,12 施工现场消防工作考评和奖惩记录。,6.2,可燃物及易燃易爆危险品管理,6.2 可燃物及易燃易爆危险品管理,易燃,消防动火,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,12 施工现场消防工作考评和奖惩记录。,6.3,用火、用电、用气管理,6.3 用火、用电、用气管理,"用火,用电,用气管理",通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_003_GB507202,GB50720-2011 建设工程施工现场消防安全技术规范,,2 现场长时间使用高热灯具，且高热灯具距可燃、易燃物距 离过小或室内散热条件太差，烤燃附近可燃、易燃物，造成火灾。,6.4,其他防火管理,6.4 其他防火管理,其他防火管理,通用,2,是,现行,GB50720-2011 建设工程施工现场消防安全技术规范.docx,,too_short_lt_20
CNLAW_004_GB508702,GB50870-2013 建筑施工安全技术统一规范,,5 建筑施工安全技术分析,5.1,一 般 规 定,5.1 一 般 规 定,安全生产,通用,2,是,现行,GB50870-2013 建筑施工安全技术统一规范.docx,,too_short_lt_20
CNLAW_004_GB508702,GB50870-2013 建筑施工安全技术统一规范,,4 根据施工特点制订安全技术方案实施过程中的控制原则， 并明确重点控制与监测部位及要求。,5.2,建筑施工临时结构安全技术分析,5.2 建筑施工临时结构安全技术分析,"建筑施工临时结构,安全技术分析",通用,2,是,现行,GB50870-2013 建筑施工安全技术统一规范.docx,,too_short_lt_20
CNLAW_004_GB508702,GB50870-2013 建筑施工安全技术统一规范,,6 建筑施工安全技术控制,6.1,一 般 规 定,6.1 一 般 规 定,安全生产,通用,2,是,现行,GB50870-2013 建筑施工安全技术统一规范.docx,,too_short_lt_20
CNLAW_004_GB508702,GB50870-2013 建筑施工安全技术统一规范,,2 安全技术措施过程控制范围应包括施工工艺和工序、安全 操作规程、设备和设施、施工荷载、阶段验收、监测预警。,6.2,材料及设备的安全技术控制,6.2 材料及设备的安全技术控制,设备,机械设备,2,是,现行,GB50870-2013 建筑施工安全技术统一规范.docx,,too_short_lt_20
